tconst,primaryTitle,originalTitle,isAdult,releaseYear,runtimeMinutes,genres,averageRating,numVotes,nudity,violence,profanity,alcohol,frightening,actors,countriesOfOrigin,productionCompanies,budget,grossWorldwide
tt15327088,Kantara,Kantara,0,2022.0,148.0,"Action,Adventure,Drama",8.2,100718,Mild,Moderate,Moderate,Moderate,Moderate,"Rishab Shetty, Kishore Kumar G., Achyuth Kumar, Sapthami Gowda, Manasi Sudhir, Prakash Thuminad, Shanil Guru, Deepak Rai Panaje, Pramod Shetty, Ranjan Saju, Pushparaj Bollar, Swaraj Shetty, Mime Ramdas, Raghu Pandeshwar, Rajeev Shetty, Naveen D. Padil, Basuma Kodagu, Yogi Bunkeshwar",India,Hombale Films,1828000.0,2199285.994
tt1305806,The Secret in Their Eyes,El secreto de sus ojos,0,2009.0,129.0,"Drama,Mystery,Romance",8.2,219565,Severe,Severe,Moderate,Moderate,Moderate,"Ricardo Darín, Soledad Villamil, Pablo Rago, Carla Quevedo, Javier Godino, Bárbara Palladino, Rudy Romano, Alejandro Abelenda, Mario Alarcón, Guillermo Francella, Sebastián Blanco, Mariano Argento, José Luis Gioia, Juan José Ortíz, Kiko Cerone, Fernando Pardo, Maximiliano Trento, Sergio Santana","Argentina, Spain","Tornasol Films, Haddock Films, 100 Bares",1828000.0,32062800.1
tt0046912,Dial M for Murder,Dial M for Murder,0,1954.0,105.0,"Crime,Thriller",8.2,185938,None,Mild,None,Mild,Moderate,"Ray Milland, Grace Kelly, Robert Cummings, John Williams, Anthony Dawson, Leo Britt, Patrick Allen, George Leigh, George Alderson, Robin Hughes, Richard Bender, Robin Sanders Clark, Jack Cunningham, Robert Dobson, Guy Doleman, Bess Flowers, Robert Garvin, Herschel Graham",United States,Warner Bros.,1279600.0,39224.310000000005
tt8579674,1917,1917,0,2019.0,119.0,"Action,Drama,War",8.2,656579,None,Severe,Moderate,Mild,Severe,"Dean-Charles Chapman, George MacKay, Daniel Mays, Colin Firth, Pip Carter, Andy Apollo, Paul Tinto, Josef Davies, Billy Postlethwaite, Gabriel Akuwudike, Andrew Scott, Spike Leighton, Robert Maaser, Gerran Howell, Adam Hugill, Mark Strong, Richard McCabe, Benjamin Adams","United Kingdom, United States, India, Spain","Dreamworks Pictures, Reliance Entertainment, New Republic Pictures",86830000.0,351505637.408
tt0266697,Kill Bill: Vol. 1,Kill Bill: Vol. 1,0,2003.0,111.0,"Action,Crime,Thriller",8.2,1172938,Mild,Severe,Severe,Mild,Moderate,"Uma Thurman, David Carradine, Daryl Hannah, Michael Madsen, Lucy Liu, Vivica A. Fox, Julie Dreyfus, Chiaki Kuriyama, Shin'ichi Chiba, Chia-Hui Liu, Michael Parks, Michael Bowen, Jun Kunimura, Kenji Ôba, Yuki Kazamatsuri, James Parks, Sakichi Sato, Jonathan Loughran",United States,"Miramax, A Band Apart, Super Cool ManChu",27420000.0,165348153.46400002
tt0042804,The Young and the Damned,Los olvidados,0,1950.0,85.0,"Crime,Drama",8.2,21729,Mild,Moderate,Moderate,Mild,Moderate,"Alfonso Mejía, Roberto Cobo, Estela Inda, Miguel Inclán, Alma Delia Fuentes, Francisco Jambrina, Jesús García, Efraín Arauz, Sergio Virel, Jorge Pérez, Javier Amézcua, Mario Ramírez, Ernesto Alonso, Victorio Blanco, Juan Luis Buñuel, Rubén Campos, Lupe Carriles, Daniel Corona",Mexico,Ultramar Films,,123036.282
tt0466460,Khosla Ka Ghosla!,Khosla Ka Ghosla!,0,2006.0,135.0,"Comedy,Crime,Drama",8.2,24812,None,None,None,Mild,None,"Anupam Kher, Boman Irani, Parvin Dabas, Tara Sharma, Navin Nischol, Kiran Juneja, Ranvir Shorey, Vinod Nagpal, Vinay Pathak, Rajendra Sethi, Rajesh Sharma, Roopam Bajwa, Anusha Lal, Irfan Mir Sarkh Noor, Feroz, Pradeep Gupta, Narender Chaddha, Rajesh Vashisth",India,"Tandav Film Entertainment, UTV Motion Pictures",,36737.316
tt11032374,Demon Slayer: Kimetsu no Yaiba - The Movie: Mugen Train,Kimetsu no Yaiba: Mugen Ressha-Hen,0,2020.0,117.0,"Action,Adventure,Animation",8.2,70050,None,Moderate,None,None,Moderate,"Natsuki Hanae, Akari Kitô, Yoshitsugu Matsuoka, Hiro Shimono, Satoshi Hino, Takahiro Sakurai, Katsuyuki Konishi, Saori Hayami, Ken'ichi Suzumura, Tomokazu Seki, Tomokazu Sugita, Toshiyuki Morikawa, Rina Satô, Shin'ichirô Miki, Houko Kuwashima, Kaede Hondo, You Taichi, Konomi Kohara",Japan,"Aniplex, Shueisha, Ufotable",,414234886.904
tt0080678,The Elephant Man,The Elephant Man,0,1980.0,124.0,"Biography,Drama",8.2,254772,None,Mild,Mild,Mild,Severe,"Anthony Hopkins, John Hurt, Anne Bancroft, John Gielgud, Wendy Hiller, Freddie Jones, Michael Elphick, Hannah Gordon, Helen Ryan, John Standing, Dexter Fletcher, Lesley Dunlop, Phoebe Nicholls, Pat Gorman, Claire Davenport, Orla Pederson, Patsy Smart, Frederick Treves","United States, United Kingdom",Brooksfilms,4570000.0,23785808.04
tt7060460,Theeran Adhigaram Ondru,Theeran Adhigaaram Ondru,0,2017.0,157.0,"Action,Crime,Thriller",8.2,16611,None,Severe,Mild,Mild,Severe,"Karthi, Rakul Preet Singh, Abhimanyu Singh, Bose Venkat, Praveena, Manobala, Sathyan, Sonia, R.N.R. Manohar, Kishore Kadam, Mathew Varghese, Rohit Pathak, Narra Srinivas, Surender Thakur, Prayas Mann, Jameel Khan, Kalyani Natarajan, Ammu Abhirami",India,"Dream Warrior Pictures, Goldmines Telefilms",,217974.376
tt7320560,Cuba and the Cameraman,Cuba and the Cameraman,0,2017.0,113.0,Documentary,8.2,5429,,,,,,,United States,Downtown Community Television Center,,
tt0012349,The Kid,The Kid,0,1921.0,68.0,"Comedy,Drama,Family",8.2,132978,None,None,None,Mild,Mild,"Charles Chaplin, Edna Purviance, Jackie Coogan, Carl Miller, Albert Austin, Beulah Bains, Nellie Bly Baker, Henry Bergman, Edward Biby, B.F. Blinn, Kitty Bradbury, Frank Campeau, Bliss Chevalier, Frances Cochran, Elsie Codd, Jack Coogan Sr., Estelle Cook, Lillian Crane",United States,Charles Chaplin Productions,228500.0,38351.44
tt6966692,Green Book,Green Book,0,2018.0,130.0,"Biography,Comedy,Drama",8.2,548379,Mild,Mild,Moderate,Moderate,Mild,"Viggo Mortensen, Mahershala Ali, Linda Cardellini, Sebastian Maniscalco, Dimiter D. Marinov, Mike Hatton, P.J. Byrne, Joe Cortese, Maggie Nixon, Von Lewis, Jon Sortland, Don Stark, Anthony Mangano, Paul Sloan, Quinn Duffy, Seth Hurwitz, Hudson Galloway, Gavin Lyle Foley","United States, China","Participant, Dreamworks Pictures, Innisfree Pictures",21022000.0,294081927.584
tt0347149,Howl's Moving Castle,Hauru no ugoku shiro,0,2004.0,119.0,"Adventure,Animation,Family",8.2,434839,None,Mild,None,Mild,Mild,"Chieko Baishô, Takuya Kimura, Tatsuya Gashûin, Akihiro Miwa, Ryunosuke Kamiki, Mitsunori Isaki, Yô Ôizumi, Akio Ôtsuka, Daijirô Harada, Haruko Katô, Jean Simmons, Christian Bale, Lauren Bacall, Blythe Danner, Emily Mortimer, Josh Hutcherson, Billy Crystal, Jena Malone",Japan,"Buena Vista Home Entertainment, DENTSU Music And Entertainment, Mitsubishi",21936000.0,217114780.022
tt0111341,Satantango,Sátántangó,0,1994.0,439.0,Drama,8.2,12307,Mild,Moderate,Severe,Moderate,Moderate,"Mihály Vig, Putyi Horváth, László feLugossy, Éva Almássy Albert, János Derzsi, Irén Szajki, Alfréd Járai, Miklós Székely B., Erzsébet Gaál, György Barkó, Zoltán Kamondi, Barna Mihók, Péter Dobai, András Bodnár, Erika Bók, Peter Berling, Ica Bojár, Gyula Pauer","Hungary, Germany, Switzerland","Mozgókép Innovációs Társulás és Alapítvány, Von Vietinghoff Filmproduktion (VVF), Vega Film",,
tt2396224,It's Such a Beautiful Day,It's Such a Beautiful Day,0,2012.0,62.0,"Animation,Comedy,Drama",8.2,15541,Mild,Moderate,Mild,None,Severe,,United States,Bitter Films,,
tt0088275,The Times of Harvey Milk,The Times of Harvey Milk,0,1984.0,90.0,"Biography,Documentary,History",8.2,6490,None,Mild,Mild,Mild,Mild,"Harvey Fierstein, Harvey Milk, Anne Kronenberg, Tory Hartmann, Tom Ammiano, Jim Elliot, Henry Der, Jeannine Yeomans, Bill Kraus, Sally M. Gearhart, John Briggs, Jerry Brown, Jimmy Carter, Dianne Feinstein, David Fowler, Joseph Freitas, Terence Hallinan, George Moscone",United States,"Black Sand Productions, Pacific Arts, UCLA Film and Television Archive",,42567.722
tt9708358,Uncle Tom,Uncle Tom,0,2020.0,106.0,"Documentary,History",8.2,6648,None,Mild,Mild,None,Mild,"Brandon Tatum, Carol Swain, Chad Jackson, Larry Elder, Allen West, Herman Cain, Robert Woodson, Eugene J. Ralph Sr., Jesse Lee Peterson, Damani Felder, Kelvin Austin, Ye, Patricia Watson, Larry W. Henry, Joel Patrick, Stephen Broden, Michael Ayetrwa, Robert C. Maxwell",United States,Malone Pictures,,
tt4430212,Drishyam,Drishyam,0,2015.0,163.0,"Crime,Drama,Mystery",8.2,92333,Mild,Moderate,None,None,Moderate,"Ajay Devgn, Shriya Saran, Tabu, Rajat Kapoor, Ishita Dutta, Mrunal Jadhav, Rishab Chadha, Prasanna Ketkar, Kamlesh Sawant, Yogesh Sonam, Yogesh Soman, Prathamesh Parab, Sharad Bhutadiya, Samar Parshuram, Ashish Warang, Anil Nagarkar, Tarun Shukla, Smita Inamdar",India,"Panorama Studios, Rajkumar Theaters Private Limited, Viacom18 Motion Pictures",8591600.0,
tt0071143,Beautiful People,Animals Are Beautiful People,0,1974.0,92.0,"Comedy,Documentary",8.2,4090,Mild,Mild,None,Mild,Mild,Paddy O'Byrne,South Africa,Mimosa Films,,
tt10472884,Rascal Does Not Dream of a Dreaming Girl,Seishun Buta Yaro wa Yumemiru Shoujo no Yume wo Minai,0,2019.0,89.0,"Animation,Drama,Fantasy",8.2,6046,None,Mild,None,None,Mild,"Kaito Ishikawa, Asami Seto, Inori Minase, Nao Tôyama, Atsumi Tanezaki, Maaya Uchida, Yurika Kubo, Yuma Uchida, Satomi Satô, Natsuki Aikawa, Tomoyuki Shimura, Airi Ohtsu, Masaya Fukunishi, Karin Nanami, James McDonough",Japan,"ABC Animation, Aniplex, Aobuta Project",,2797998.952
tt0040897,The Treasure of the Sierra Madre,The Treasure of the Sierra Madre,0,1948.0,126.0,"Adventure,Drama,Western",8.2,130918,None,Mild,Mild,Mild,Mild,"Humphrey Bogart, Walter Huston, Tim Holt, Bruce Bennett, Barton MacLane, Alfonso Bedoya, Arturo Soto Rangel, Manuel Dondé, José Torvay, Margarito Luna, Robert Blake, Guillermo Calles, Roberto Cañedo, Spencer Chan, Jacqueline Dalya, Ralph Dunn, Ernesto Escoto, Pat Flaherty",United States,Warner Bros.,2742000.0,4582796.0
tt4432480,RangiTaranga,RangiTaranga,0,2015.0,149.0,"Mystery,Thriller",8.2,15115,,,,,,"Nirup Bhandari, Radhika Narayan, Avantika Shetty, Sai Kumar, Anantha Velu, Aravind Rao, Siddu Moolimani, Karthik Rao Kordale, Shankar Ashwath, Srinath Vasista, Chethan Raj, Roshni Kore, Swapna Raj, Renuka, Shilpa Singh, Anup Bhandari, Patla Sathish Shetty",India,Sri Devi Entertainers,,
tt0042192,All About Eve,All About Eve,0,1950.0,138.0,Drama,8.2,137155,None,None,None,Moderate,None,"Bette Davis, Anne Baxter, George Sanders, Celeste Holm, Gary Merrill, Hugh Marlowe, Gregory Ratoff, Barbara Bates, Marilyn Monroe, Thelma Ritter, Walter Hampden, Randy Stuart, Craig Hill, Leland Harris, Barbara White, Eddie Fisher, William Pullen, Claude Stroud",United States,Twentieth Century Fox,1279600.0,138061.528
tt6155190,The Great Beauty,Cercando La grande bellezza,0,2015.0,61.0,"Documentary,Drama",8.1,6301,,,,,,"Toni Servillo, Paolo Sorrentino, Carlo Verdone",Italy,Indigo Film,,
tt2187153,Thuppakki,Thuppakki,0,2012.0,165.0,"Action,Thriller",8.1,37427,None,Moderate,None,None,Moderate,"Joseph Vijay, Kajal Aggarwal, Vidyut Jammwal, Sathyan, Zakir Hussain, Jayaram, Manngala Radhakrishnan, Rahaao, Deepthi Nambiar, Sanjana Sarathy, Niranjan, Steven Clarke, A.R. Murugadoss, Santosh Sivan, MD Asif, Joy Badlani, Nidhi Bisht, Akshara Gowda",India,"V. Creations, Goldmines Telefilms, Krishwerkz Entertainment",,1896601.184
tt0325980,Pirates of the Caribbean: The Curse of the Black Pearl,Pirates of the Caribbean: The Curse of the Black Pearl,0,2003.0,143.0,"Action,Adventure,Fantasy",8.1,1189383,Mild,Moderate,Mild,Moderate,Moderate,"Johnny Depp, Geoffrey Rush, Orlando Bloom, Keira Knightley, Jack Davenport, Jonathan Pryce, Lee Arenberg, Mackenzie Crook, Damian O'Hare, Giles New, Angus Barnett, David Bailie, Michael Berry Jr., Isaac C. Singleton Jr., Kevin McNally, Treva Etienne, Zoe Saldana, Guy Siner",United States,"Walt Disney Pictures, Jerry Bruckheimer Films",127960000.0,597997309.71
tt0088247,The Terminator,The Terminator,0,1984.0,107.0,"Action,Sci-Fi",8.1,910644,Moderate,Severe,Moderate,Mild,Moderate,"Arnold Schwarzenegger, Linda Hamilton, Michael Biehn, Paul Winfield, Lance Henriksen, Rick Rossovich, Bess Motta, Earl Boen, Dick Miller, Shawn Schepps, Bruce M. Kerner, Franco Columbu, Bill Paxton, Brad Rearden, Brian Thompson, William Wisher, Ken Fritz, Tom Oberhaus","United Kingdom, United States","Cinema '84, Euro Film Funding, Hemdale",5849600.0,71631276.8
tt1895587,Spotlight,Spotlight,0,2015.0,129.0,"Biography,Crime,Drama",8.1,495154,Mild,Mild,Moderate,Mild,Moderate,"Mark Ruffalo, Michael Keaton, Rachel McAdams, Liev Schreiber, John Slattery, Brian d'Arcy James, Stanley Tucci, Elena Wohl, Gene Amoroso, Doug Murray, Sharon McFarlane, Jamey Sheridan, Neal Huff, Billy Crudup, Robert B. Kennedy, Duane Murray, Brian Chamberlain, Michael Cyril Creighton",United States,"Participant, First Look Media, Anonymous Content",18280000.0,90202892.156
tt8613070,Portrait of a Lady on Fire,Portrait de la jeune fille en feu,0,2019.0,122.0,"Drama,Romance",8.1,105738,Moderate,None,None,Mild,None,"Noémie Merlant, Adèle Haenel, Luàna Bajrami, Valeria Golino, Christel Baras, Armande Boulanger, Guy Delamarche, Clément Bouyssou, Michèle Clément, Cécile Morel",France,"Lilies Films, Arte France Cinéma, Hold Up Films",4860000.0,9157842.194
tt0169102,Lagaan: Once Upon a Time in India,Lagaan: Once Upon a Time in India,0,2001.0,224.0,"Drama,Musical,Sport",8.1,119369,None,Mild,Mild,None,Mild,"Aamir Khan, Raghubir Yadav, Gracy Singh, Rachel Shelley, Paul Blackthorne, Suhasini Mulay, Kulbhushan Kharbanda, Rajendra Gupta, Rajesh Vivek, Shri Vallabh Vyas, Javed Khan Amrohi, Raj Zutshi, Akhilendra Mishra, Dayashankar Pandey, Yashpal Sharma, Amin Hajee, Pradeep Singh Rawat, Aditya Lakhia","India, United States","Aamir Khan Productions, Jhamu Sughand Productions",,1576472.684
tt4145178,Listen to Me Marlon,Listen to Me Marlon,0,2015.0,103.0,"Biography,Documentary",8.1,7851,,,,,,"Marlon Brando, Stella Adler, Bernardo Bertolucci, Michael Borne, Marlon Brando Sr., Christian Brando, Dick Cavett, Connie Chung, Montgomery Clift, Francis Ford Coppola, Bette Davis, Joel Grey, Anna Kashfi, Elia Kazan, Robert F. Kennedy, Martin Luther King, Sacheen Littlefeather, Dorothy Malone",United Kingdom,"Cutler Productions, Passion Pictures",,471932.018
tt2278388,The Grand Budapest Hotel,The Grand Budapest Hotel,0,2014.0,99.0,"Adventure,Comedy,Crime",8.1,870899,Moderate,Moderate,Moderate,Mild,Mild,"Ralph Fiennes, F. Murray Abraham, Mathieu Amalric, Adrien Brody, Willem Dafoe, Jeff Goldblum, Harvey Keitel, Jude Law, Bill Murray, Edward Norton, Saoirse Ronan, Jason Schwartzman, Léa Seydoux, Tilda Swinton, Tom Wilkinson, Owen Wilson, Tony Revolori, Larry Pine","United States, Germany","Searchlight Pictures, Indian Paintbrush, Studio Babelsberg",22850000.0,159550837.92000002
tt1789083,The Weight of Chains,The Weight of Chains,0,2010.0,125.0,"Documentary,History,News",8.1,4513,,,,,,"Rade Aleksic, James Bissett, John Bosnitch, Michel Chossudovsky, Bosko Cirkovic, Vlade Divac, Slobodan Drakulic, Marko Francikovic, Blako Gabric, John Hawthorne, Branislav Lecic, Vesna Levar, Barry Lituchy, Lewis MacKenzie, Boris Malagurski, Joze Mencinger, Michael Parenti, Zeljko Peratovic","Canada, Croatia, Bosnia and Herzegovina, Slovenia, Serbia and Montenegro, United States",Malagurski Cinema,,
tt0128332,Innocence,Masumiyet,0,1997.0,110.0,Drama,8.1,19342,Mild,Moderate,Severe,Severe,None,"Güven Kiraç, Haluk Bilginer, Derya Alabora, Yalcin Cakmak, Iskender Altin, Dogan Turan, Melis Tuna, Ajlan Aktug, Nihal G. Koldas, Feridun Koç, Nazim Gök, Salih Urfa, Erdogan Seren, Süha Tuna, Apo Demirkubuz, Namik Eken, Eray Kantarci, Riza Sönmez",Turkey,Mavi Film,,
tt0052618,Ben-Hur,Ben-Hur,0,1959.0,212.0,"Adventure,Drama",8.1,250319,None,Moderate,None,None,Moderate,"Charlton Heston, Jack Hawkins, Stephen Boyd, Haya Harareet, Hugh Griffith, Martha Scott, Cathy O'Donnell, Sam Jaffe, Finlay Currie, Frank Thring, Terence Longdon, George Relph, André Morell, Umberto Alivernini, Armando Annuale, Artemio Antonini, Nello Appodia, Fortunato Arena",United States,Metro-Goldwyn-Mayer (MGM),13710000.0,68036076.08
tt0018455,Sunrise,Sunrise: A Song of Two Humans,0,1927.0,94.0,"Drama,Romance",8.1,53279,None,Mild,None,Mild,Mild,"George O'Brien, Janet Gaynor, Margaret Livingston, Bodil Rosing, J. Farrell MacDonald, Ralph Sipperly, Jane Winton, Arthur Housman, Eddie Boland, Herman Bing, Sidney Bracey, Gino Corrado, Vondell Darr, Sally Eilers, Gibson Gowland, Fletcher Henderson, Leon Janney, Thomas Jefferson",United States,Fox Film Corporation,182800.0,110691.798
tt11143108,Oh My Kadavule,Oh My Kadavule,0,2020.0,151.0,"Comedy,Fantasy,Romance",8.1,4734,None,None,Mild,Moderate,None,"Ashok Selvan, Ritika Singh, Vani Bhojan, Vijay Sethupathi, Sha Ra, M.S. Bhaskar, Gajaraj, Ramesh Thilak, Jay Adithya, Gautham Vasudev Menon, Santhosh Prathap, Mani Vaithy, Abhishek Vinod",India,"Axess Film Factory, Happy High Pictures",,32600.552
tt1282371,Sorry to Disturb,Asef ala el-Izag,0,2008.0,116.0,"Comedy,Drama,Mystery",8.1,6776,None,Mild,Mild,Mild,Moderate,"Fares Bakr, Ahmed Helmy, Menna Shalabi, Mahmoud Hemida, Dalal Abdulaziz, Sami Meghawri, Amr Mamdouh, Ahmed Fouad Selim, Mohamed El Saadany, Youssef Eid, Mohamed Sharaf, Raouf Mustafa, Midhat Abu-Saif, Wael Alaa, Hamad Almutaani, Youseif Amr, Hani El-Sabbagh, Muhammad El-Suwaisi",Egypt,Company of the United Brothers Cinema,,1325021.23
tt0061512,Cool Hand Luke,Cool Hand Luke,0,1967.0,127.0,"Crime,Drama",8.1,186366,Mild,Mild,Mild,Mild,Moderate,"Paul Newman, George Kennedy, Strother Martin, J.D. Cannon, Lou Antonio, Robert Drivas, Jo Van Fleet, Clifton James, Morgan Woodward, Luke Askew, Marc Cavell, Richard Davalos, Robert Donner, Warren Finnerty, Dennis Hopper, John McLiam, Wayne Rogers, Harry Dean Stanton",United States,Jalem Productions,2924800.0,61.238
tt1392190,Mad Max: Fury Road,Mad Max: Fury Road,0,2015.0,120.0,"Action,Adventure,Sci-Fi",8.1,1065008,Mild,Moderate,Mild,Mild,Moderate,"Tom Hardy, Charlize Theron, Nicholas Hoult, Zoë Kravitz, Hugh Keays-Byrne, Josh Helman, Nathan Jones, Rosie Huntington-Whiteley, Riley Keough, Abbey Lee, Courtney Eaton, John Howard, Richard Carter, Iota, Angus Sampson, Jennifer Hagan, Megan Gale, Melissa Jaffer",Australia,"Village Roadshow Pictures, Kennedy Miller Productions",137100000.0,347702457.816
tt0077838,The Last Waltz,The Last Waltz,0,1978.0,117.0,"Biography,Documentary,Music",8.1,19662,None,None,Mild,Mild,None,"Robbie Robertson, Muddy Waters, Neil Young, Van Morrison, The Band, Rick Danko, Levon Helm, Garth Hudson, Richard Manuel, Eric Clapton, Neil Diamond, Bob Dylan, Joni Mitchell, Emmylou Harris, Ringo Starr, Paul Butterfield, Dr. John, Ronnie Hawkins",United States,"FM Productions, Last Waltz Inc.",,311807.444
tt1291584,Warrior,Warrior,0,2011.0,140.0,"Action,Drama,Sport",8.1,491951,None,Moderate,Mild,Mild,Mild,"Tom Hardy, Nick Nolte, Joel Edgerton, Jennifer Morrison, Frank Grillo, Kevin Dunn, Maximiliano Hernández, Bryan Callen, Sam Sheridan, Fernando Chien, Jake McLaughlin, Vanessa Martinez, Denzel Whitaker, Carlos Miranda, Nick Lehane, Laura Chinn, Capri Thomas, Lexi Cowan",United States,"Lions Gate Films, Mimran Schur Pictures, Solaris",22850000.0,21304074.11
tt26243612,O Saathiya,O Saathiya,0,2023.0,136.0,"Comedy,Musical,Romance",8.1,7497,,,,,,"Aryan Gowra, Mishti Chakravarty, Kalpalatha, Annapurnamma, Darbha Appaji Ambarisha, Amrutham Appaji, Bullet Bhaskar, Chaitanya Garikipati, Krazy Khanna, Mirchi Kiran, Pramodini, Devi Prasad, Raghu, Yadam Raju, Cvl Narasimha Rao, Koteshwar Rao, Sujatha, Jabardasth Sunny",India,Thanvika Jashwika Creations,,
tt0292490,Dil Chahta Hai,Dil Chahta Hai,0,2001.0,183.0,"Comedy,Drama,Romance",8.1,75062,None,None,None,Mild,None,"Aamir Khan, Saif Ali Khan, Akshaye Khanna, Preity G Zinta, Sonali Kulkarni, Dimple Kapadia, Ayub Khan, Rajat Kapoor, Suhasini Mulay, Ahmed Khan, Suchitra Pillai, Anjula Bedi, Rakesh Pandey, Samantha Tremayne, Claire, Clarence, Asad Dadarkar, Bomi Doctor",India,Excel Entertainment,,289025.994
tt0113247,La haine,La haine,0,1995.0,98.0,"Crime,Drama",8.1,191285,Mild,Moderate,Severe,Moderate,Moderate,"Vincent Cassel, Hubert Koundé, Saïd Taghmaoui, Abdel Ahmed Ghili, Solo, Joseph Momo, Héloïse Rauth, Rywka Wajsbrot, Olga Abrego, Laurent Labasse, Choukri Gabteni, Nabil Ben Mhamed, Benoît Magimel, Médard Niang, Arash Mansour, Abdel-Moulah Boujdouni, Mathilde Vitry, Christian Moro",France,"Les Productions Lazennec, Le Studio Canal+, La Sept Cinéma",2590000.0,377403.396
tt0112553,Bombay,Bombay,0,1995.0,141.0,"Drama,Romance",8.1,13492,None,Moderate,None,None,Severe,"Arvind Swami, Manisha Koirala, Nassar, Kitty, Master Harsha, Master Hriday, Prakash Raj, Tinnu Anand, Akash Khurana, Sonali Bendre, Nagendra Prasad, M.V. Vasudeva Rao, Ratnakar, Rallapalli, Deesh Mariwala, Vinay Malhotra, Pramod Menon, Arun",India,"Aalayam Productions, Amitabh Bachchan Corporation Limited (A.B.C.L.), Jhamu Sughand Productions",,
tt0088040,The Holy Innocents,Los santos inocentes,0,1984.0,107.0,Drama,8.1,4563,None,Mild,None,Moderate,Severe,"Alfredo Landa, Terele Pávez, Belén Ballesteros, Juan Sachez, Susana Sánchez, Francisco Rabal, Ágata Lys, Agustín González, Juan Diego, Mary Carrillo, José Guardiola, Manuel Zarzo, Francisco Torres, Pepín Salvador, José Manuel Sito, José Albiach, Rafael Serna, Maribel Martín",Spain,"Ganesh Producciones Cinematográficas, Televisión Española (TVE)",,
tt0077416,The Deer Hunter,The Deer Hunter,0,1978.0,183.0,"Drama,War",8.1,357226,Mild,Severe,Severe,Moderate,Severe,"Robert De Niro, Christopher Walken, John Cazale, John Savage, Meryl Streep, George Dzundza, Chuck Aspegren, Shirley Stoler, Rutanya Alda, Pierre Segui, Mady Kaplan, Amy Wright, Mary Ann Haenel, Richard Kuss, Joe Grifasi, Christopher Colombi Jr., Victoria Karnafel, Jack Scardino","United States, United Kingdom","EMI Films, Universal Pictures",13710000.0,44853982.406
tt3302820,Cowspiracy: The Sustainability Secret,Cowspiracy: The Sustainability Secret,0,2014.0,90.0,Documentary,8.1,26277,None,Severe,None,None,Moderate,"Bruce Hamilton, Kip Andersen, Al Gore, Heather Cooley, Manucher Alemi, Kamyar Guivetchi, Richard Oppenlander, Kirk R. Smith, Demosthenes Maratos, Will Tuttle, Michael Pollan, Michael Besancon, Chad Nelsen, Lisa Agabian, Lauren Ornelas, Susan Hartland, Geoff Shester, Lindsey Allen",United States,"A.U.M. Films, First Spark Media",,
tt2545118,Blackfish,Blackfish,0,2013.0,83.0,Documentary,8.1,71352,Mild,Moderate,Mild,None,Severe,"Tilikum, Dave Duffus, Samantha Berg, Dean Gomersall, John Hargrove, Mark Simmons, Kim Ashdown, James Earl Jones, Shamu, Carol Ray, John Jett, Dawn Brancheau, Jeffrey Ventre, Thomas Tobin, Jim Payne, Martha Sugalski, Whoopi Goldberg, David Kirby",United States,"CNN Films, Manny O Productions",1371000.0,2105323.1380000003
tt0014429,Safety Last!,Safety Last!,0,1923.0,74.0,"Action,Comedy,Thriller",8.1,22449,None,None,None,None,Mild,"Harold Lloyd, Mildred Davis, Bill Strother, Noah Young, Westcott Clarke, Roy Brooks, Mickey Daniels, Richard Daniels, Ray Erlenborn, William Gillespie, Helen Gilmore, Wally Howe, James T. Kelley, Billie Latimer, Gus Leonard, Sam Lufkin, Earl Mohan, Marie Mosquini",United States,Hal Roach Studios,110594.0,
tt1609168,Vinnaithaandi Varuvaayaa,Vinnaithaandi Varuvaayaa,0,2010.0,157.0,"Drama,Romance",8.1,6758,Mild,Mild,Moderate,None,Mild,"Silambarasan Rajendar, Trisha Krishnan, VTV Ganesh, Raja Krishnamoorthy, Babu Antony, Uma Pathmanabhan, Lakshmy Ramakrishnan, Samantha Ruth Prabhu, Naga Chaitanya Akkineni, K.S. Ravikumar, Trisha Alex, Janani Iyer, Pradeep Kottayam, Karuppanchetty Meyyappan",India,"Escape Artists Motion Pictures, R.S. Infotainment, Two 95 Productions",,264592.946
tt0317910,The Fog of War,The Fog of War: Eleven Lessons from the Life of Robert S. McNamara,0,2003.0,107.0,"Biography,Documentary,History",8.1,24814,None,Mild,Mild,,Mild,"Robert McNamara, John F. Kennedy, Fidel Castro, Richard Nixon, Barry Goldwater, Lyndon B. Johnson, Nikita Khrushchev, Curtis LeMay, Errol Morris, Harry Reasoner, Franklin D. Roosevelt, Woodrow Wilson",United States,"Sony Pictures Classics, RadicalMedia, SenArt Films",,4605500.674000001
tt0111786,In the Heat of the Sun,Yang guang can lan de ri zi,0,1994.0,134.0,"Drama,Romance",8.1,5386,,,,,,"Yu Xia, Wei Chen, Shaobo Dai, Hua Fang, Xiaogang Feng, Yao Er Ga, Siqin Gaowa, Le Geng, Dong Han, Wen Jiang, Bin Liu, Xiaoning Liu, Jing Ning, Nan Shang, Hong Tao, Shuo Wang, Xueqi Wang, Shukun Wu","China, Hong Kong","China Film Co-Production Corporation, Dragon Film",1828000.0,
